UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
143376,4,"12.0499","A",.,"A",.,"R",2100,1,"R",15,"R",60,"R",900,"R",30,"R",16550,"R",16550,"R",16550,"R",16948,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11025,"R",11025,"R",11025,"R",11025,"R",6975,"R",6975,"R",6975,"R",6975,"R",4335,"R",4335,"R",4335,"R",4335,"12.0401","R",16948,"A",.,"R",1500,1,"R",12,"12.0409","R",11116,"A",.,"R",750,1,"R",6,"12.0413","R",7850,"A",.,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143464,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16675,"R",17425,"R",17425,"R",17425,"R",1550,"R",1550,"R",1550,"R",1675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21050,"R",21050,"R",21050,"R",22863,"R",3913,"R",4125,"R",4125,"R",7388,"R",3888,"R",4588,"R",4588,"R",7388,"12.0413","R",11650,"R",400,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143473,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",29,"R",10190,"R",10190,"R",10190,"R",10340,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5182,"R",5182,"R",6263,"R",6498,"R",1763,"R",1763,"R",1269,"R",1316,"R",1763,"R",1763,"R",1998,"R",1316,"12.0413","R",6272,"R",200,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143482,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",29,"R",12190,"R",12190,"R",12190,"R",12340,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5182,"R",5182,"R",6263,"R",6498,"R",1763,"R",1763,"R",1269,"R",1316,"R",1763,"R",1763,"R",1998,"R",1316,"12.0413","R",6272,"R",200,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143491,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",29,"R",10190,"R",10190,"R",10190,"R",10340,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5182,"R",5182,"R",6263,"R",6498,"R",1763,"R",1763,"R",1269,"R",1316,"R",1763,"R",1763,"R",1998,"R",1316,"12.0413","R",6272,"R",200,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143516,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",29,"R",12190,"R",12190,"R",12190,"R",12340,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5182,"R",5182,"R",6263,"R",6498,"R",1763,"R",1763,"R",1269,"R",1316,"R",1763,"R",1763,"R",1998,"R",1316,"12.0413","R",6272,"R",200,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143534,1,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15000,"R",15400,"R",15400,"R",16200,"R",1500,"R",1500,"R",1500,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20625,"R",20688,"R",20688,"R",22688,"R",4850,"R",4938,"R",4863,"R",6338,"R",4338,"R",4375,"R",4375,"R",6025,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143543,2,"12.0401","A",.,"A",.,"R",1530,1,"R",11,"R",44,"R",900,"R",26,"R",17595,"R",17595,"R",17595,"R",17595,"R",1500,"R",1500,"R",1550,"R",1550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7733,"R",7480,"R",7447,"R",7546,"R",8382,"R",8426,"R",8404,"R",8173,"R",8382,"R",8426,"R",8404,"R",8173,"12.0413","R",11500,"R",300,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143552,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",17450,"R",17800,"R",18100,"R",18200,"R",1300,"R",1700,"R",1700,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18263,"R",18263,"R",18250,"R",19038,"R",6788,"R",6788,"R",10150,"R",10588,"R",9213,"R",9213,"R",6950,"R",7250,"12.0413","R",11000,"R",275,"R",1000,1,"R",8,"12.0413","R",5600,"R",275,"R",500,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
143695,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16925,"R",17775,"R",18660,"R",18660,"R",3000,"R",3000,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8400,"R",9000,"R",9000,"R",9000,"R",8400,"R",8400,"R",8400,"R",8400,"R",7000,"R",7000,"R",7000,"R",7000,"12.0410","R",4750,"R",550,"R",350,1,"R",4,"12.0413","R",9170,"R",400,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
144485,11,"46.0302","A",.,"A",.,"R",49,2,"R",11,"R",44,"R",36,"R",42,"R",12544,"R",13187,"R",13948,"R",14956,"R",113,"R",116,"R",120,"R",124,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7326,"R",14388,"R",14630,"R",8536,"R",3663,"R",3740,"R",3806,"R",3872,"R",3663,"R",3740,"R",3806,"R",3872,"47.0201","R",14956,"R",124,"R",49,2,"R",11,"46.0302","R",27754,"R",124,"R",91,2,"R",23,"47.0201","R",27754,"R",124,"R",92,2,"R",23,"51.0714","R",16625,"R",124,"R",58,2,"R",12,"51.0801","R",18617,"R",124,"R",66,2,"R",17,
144573,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",13000,"R",13675,"R",13700,"R",13650,"R",1300,"R",1300,"R",1700,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4688,"R",8038,"R",8025,"R",8025,"R",3750,"R",4375,"R",6425,"R",6163,"R",1875,"R",3438,"R",3213,"R",3088,"12.0413","R",6500,"R",1000,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
144795,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",26,"R",16000,"R",15000,"R",14000,"R",14500,"R",2000,"R",2000,"R",1500,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6000,"R",6000,"R",6000,"R",3000,"R",3000,"R",3000,"R",3000,"R",1992,"R",1992,"R",1992,"R",2040,"12.0409","R",9000,"R",600,"R",750,1,"R",8,"12.0413","R",10000,"R",200,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
145099,3,"51.0801","A",.,"A",.,"R",55,2,"R",13,"R",51,"R",39,"R",51,"R",13600,"R",13600,"R",13600,"R",13600,"R",810,"R",810,"R",835,"R",935,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3825,"R",4463,"R",4463,"R",4463,"R",1275,"R",1275,"R",1275,"R",1275,"R",1913,"R",1913,"R",1913,"R",1913,"51.0601","R",13600,"R",950,"R",46,2,"R",11,"51.3501","R",11550,"R",700,"R",660,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
145309,7,"12.0401","A",.,"A",.,"R",1500,1,"R",10,"R",39,"R",900,"R",30,"R",12975,"R",12975,"R",13975,"R",13975,"R",1200,"R",1200,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5733,"R",7488,"R",7712,"R",7839,"R",2438,"R",2438,"R",2311,"R",2350,"R",2438,"R",2438,"R",2438,"R",2438,"47.0408","R",19975,"R",3434,"R",1260,1,"R",15,"47.0408","R",6125,"R",1397,"R",420,1,"R",5,"47.0408","R",12175,"R",4075,"R",900,1,"R",9,"47.0408","R",8075,"R",653,"R",600,1,"R",6,"12.0413","R",9225,"R",275,"R",1000,1,"R",7,
145406,5,"12.0409","A",.,"A",.,"R",750,1,"R",6,"R",25,"R",900,"R",30,"R",7140,"R",9516,"R",10593,"R",8512,"R",776,"R",434,"R",478,"R",478,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6519,"R",6788,"R",7375,"R",7375,"R",3063,"R",3763,"R",4094,"R",4094,"R",2344,"R",3488,"R",3925,"R",2863,"12.0401","R",16216,"R",1628,"R",1500,1,"R",12,"12.0413","R",5000,"R",250,"R",500,1,"R",4,"12.0413","R",7500,"R",250,"R",750,1,"R",6,"12.0413","R",10000,"R",250,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
145424,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16450,"R",16950,"R",16950,"R",16950,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",24025,"R",25013,"R",16263,"R",16963,"R",14100,"R",14688,"R",7075,"R",7375,"R",15600,"R",16250,"R",7488,"R",7813,"12.0409","R",10475,"R",325,"R",750,1,"R",7,"12.0413","R",9900,"R",1100,"R",1000,1,"R",8,"12.0410","R",3500,"R",400,"R",350,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
145433,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16450,"R",16950,"R",17450,"R",17450,"R",2000,"R",2000,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",28938,"R",30125,"R",19825,"R",20675,"R",11175,"R",11650,"R",8225,"R",8588,"R",7275,"R",7575,"R",7725,"R",8050,"12.0413","R",9900,"R",1100,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
146454,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16575,"R",17075,"R",17175,"R",17375,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9475,"R",9475,"R",9475,"R",9475,"R",2500,"R",2500,"R",2500,"R",2500,"R",3000,"R",3000,"R",3000,"R",3000,"12.0413","R",9350,"R",150,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
146700,7,"47.0604","A",.,"A",.,"R",76,2,"R",17,"R",68,"R",24,"R",32,"R",28122,"R",29830,"R",31156,"R",31502,"R",850,"R",850,"R",950,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17289,"R",17459,"R",17459,"R",17646,"R",9537,"R",9639,"R",9622,"R",9741,"R",6273,"R",6341,"R",6324,"R",6409,"47.0603","R",26702,"R",1275,"R",59,2,"R",17,"47.0101","R",28252,"R",800,"R",61,2,"R",18,"51.0801","R",16840,"A",.,"R",34,2,"R",10,"47.0604","R",26702,"R",1000,"R",60,2,"R",14,"47.0604","R",12324,"R",1000,"R",30,2,"R",7,
146791,4,"46.0401","A",.,"A",.,"R",630,1,"R",5,"R",21,"R",900,"R",26,"R",8060,"R",8060,"R",7437,"R",7958,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6358,"R",6290,"R",6395,"R",6573,"R",2252,"R",2347,"R",2426,"R",2431,"R",2336,"R",2420,"R",2494,"R",2494,"51.0801","R",9958,"A",.,"R",900,1,"R",7,"51.0714","R",7958,"A",.,"R",630,1,"R",5,"11.0601","R",7958,"A",.,"R",630,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
146807,3,"12.0401","A",.,"A",.,"R",1500,1,"R",15,"R",60,"R",900,"R",45,"R",13410,"R",15000,"R",15000,"R",15000,"R",350,"R",350,"R",400,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8700,"R",9000,"R",9000,"R",9000,"R",4440,"R",4875,"R",4875,"R",4875,"R",5250,"R",5700,"R",4875,"R",4875,"12.0413","R",10000,"R",350,"R",1000,1,"R",12,"12.0410","R",3500,"R",300,"R",350,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
147439,5,"12.0401","A",.,"A",.,"R",1540,1,"R",13,"R",52,"R",900,"R",26,"R",13045,"R",13045,"R",15095,"R",15095,"R",1050,"R",1550,"R",1900,"R",1900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7033,"R",7800,"R",7800,"R",7800,"R",1079,"R",1950,"R",2600,"R",2600,"R",533,"R",533,"R",585,"R",650,"12.0401","R",15495,"R",2325,"R",1700,1,"R",14,"12.0401","R",16350,"R",2645,"R",1900,1,"R",16,"12.0409","R",7895,"R",1100,"R",750,1,"R",6,"12.0413","R",5970,"R",225,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
147642,2,"12.0401","A",.,"A",.,"R",1500,1,"R",10,"R",38,"R",1040,"R",26,"R",9095,"R",9195,"R",11095,"R",10000,"R",800,"R",900,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4969,"R",5168,"R",5358,"R",5168,"R",1131,"R",1178,"R",1226,"R",1178,"R",855,"R",1178,"R",1226,"R",1178,"12.0413","R",4795,"R",1105,"R",1000,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
147819,1,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",13225,"R",13975,"R",14325,"R",14425,"R",1380,"R",1540,"R",1540,"R",1540,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3750,"R",4375,"R",5000,"R",5000,"R",1250,"R",1500,"R",1800,"R",1250,"R",1250,"R",1500,"R",1800,"R",1250,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
147970,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",43,"R",18256,"R",18351,"R",18351,"R",18351,"R",3400,"R",2628,"R",2628,"R",2628,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8688,"R",8688,"R",8688,"R",8688,"R",3000,"R",3000,"R",3000,"R",3000,"R",2340,"R",2340,"R",2340,"R",2340,"12.0409","R",10745,"R",765,"R",750,1,"R",6,"12.0413","R",13299,"R",1200,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
148098,1,"12.0499","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",1040,"R",26,"R",13700,"R",13700,"R",15000,"R",16100,"R",850,"R",850,"R",1000,"R",1270,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8544,"R",11400,"R",11400,"R",11400,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"R",3000,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
148955,3,"51.0801","A",.,"A",.,"R",51,2,"R",12,"R",48,"R",36,"R",30,"R",9000,"R",9425,"R",9725,"R",10325,"R",1400,"R",1375,"R",1375,"R",1813,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15120,"R",15120,"R",15120,"R",14040,"R",7560,"R",7560,"R",7560,"R",7800,"R",10008,"R",10008,"R",10008,"R",7800,"51.0710","R",6090,"R",1763,"R",51,2,"R",11,"52.0411","R",5300,"R",1384,"R",46,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
149204,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",16675,"R",17075,"R",17175,"R",17375,"R",1300,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8750,"R",9475,"R",9475,"R",9475,"R",2500,"R",2500,"R",2500,"R",2500,"R",3000,"R",3000,"R",3000,"R",3000,"12.0413","R",9350,"R",150,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
149499,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",11025,"R",11550,"R",12150,"R",12900,"R",850,"R",850,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5000,"R",5313,"R",5313,"R",5625,"R",3438,"R",3750,"R",3750,"R",3750,"R",4063,"R",4375,"R",4375,"R",4688,"12.0413","R",8650,"R",400,"R",1000,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
149550,6,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",13100,"R",16100,"R",16100,"R",16100,"R",900,"R",900,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8175,"R",10100,"R",15488,"R",15488,"R",4163,"R",4788,"R",8600,"R",8600,"R",2750,"R",2438,"R",7000,"R",7000,"12.0409","R",8350,"R",725,"R",750,1,"R",6,"12.0410","R",3525,"R",475,"R",350,1,"R",3,"12.0413","R",1795,"R",105,"R",500,1,"R",4,"12.0413","R",2795,"R",105,"R",1000,1,"R",12,"51.3501","R",8800,"R",500,"R",600,1,"R",8,
150075,1,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",32,"R",8600,"R",8600,"R",8600,"R",8600,"R",719,"R",719,"R",719,"R",719,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6500,"R",7800,"R",7800,"R",7800,"R",1625,"R",1625,"R",1625,"R",1625,"R",1508,"R",1508,"R",1508,"R",1508,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150303,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",46,"R",975,"R",26,"R",8800,"R",14000,"R",17000,"R",18800,"R",1568,"R",2500,"R",2650,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7199,"R",12443,"R",12961,"R",12984,"R",4899,"R",6900,"R",7188,"R",7199,"R",4899,"R",4543,"R",4738,"R",4738,"12.0409","R",12450,"R",1850,"R",750,1,"R",6,"12.0413","R",12000,"R",1500,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150428,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",11550,"R",14200,"R",15150,"R",16150,"R",1125,"R",1550,"R",1550,"R",1550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7500,"R",8750,"R",8750,"R",8750,"R",2500,"R",3750,"R",3750,"R",3750,"R",1563,"R",1875,"R",1875,"R",1875,"13.1399","R",15750,"R",600,"R",1000,1,"R",9,"12.0409","R",14800,"R",1725,"R",900,1,"R",8,"12.0410","R",7750,"R",1650,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150437,3,"12.0401","A",.,"A",.,"R",1500,1,"R",16,"R",63,"R",900,"R",41,"R",9850,"R",12970,"R",13400,"R",16100,"R",871,"R",889,"R",1009,"R",1009,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10112,"R",10679,"R",10679,"R",11340,"R",2615,"R",2709,"R",2709,"R",4048,"R",2016,"R",2142,"R",2142,"R",4631,"12.0410","R",5450,"R",498,"R",450,1,"R",5,"12.0413","R",9500,"R",250,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150695,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",13500,"R",14100,"R",14100,"R",14650,"R",2240,"R",1990,"R",1990,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4147,"R",4680,"R",4680,"R",4940,"R",5798,"R",5980,"R",5200,"R",5200,"R",1599,"R",1755,"R",1755,"R",1820,"12.0409","R",9700,"R",1190,"R",700,1,"R",7,"12.0413","R",4750,"R",350,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
150710,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",13600,"R",14300,"R",15650,"R",15650,"R",1790,"R",1940,"R",1940,"R",1940,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11400,"R",11400,"R",11400,"R",11400,"R",10013,"R",10013,"R",10013,"R",10013,"R",5763,"R",5763,"R",5763,"R",5763,"12.0402","R",15650,"R",1940,"R",1500,1,"R",13,"12.0413","R",8570,"R",900,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
