UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
476160,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",42,"R",1040,"R",26,"A",.,"R",16425,"R",16425,"R",16200,"A",.,"R",1175,"R",1250,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15603,"R",15603,"R",15603,"A",.,"R",9219,"R",9219,"R",9219,"A",.,"R",8022,"R",8022,"R",8022,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476179,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"A",.,"R",18000,"R",18000,"R",18000,"A",.,"R",1550,"R",1550,"R",1550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6622,"R",6622,"R",6697,"A",.,"R",7461,"R",7461,"R",7256,"A",.,"R",7461,"R",7461,"R",7256,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476230,3,"51.0801","A",.,"A",.,"R",45,2,"R",8,"R",30,"R",36,"R",30,"A",.,"R",15680,"R",15680,"R",15690,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7628,"R",7628,"R",7958,"A",.,"R",4208,"R",4208,"R",4388,"A",.,"R",2768,"R",2768,"R",2880,"51.0805","R",14150,"A",.,"R",67,2,"R",9,"51.0714","R",15690,"A",.,"R",52,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476294,2,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",51,"R",900,"R",26,"A",.,"R",12625,"R",12625,"R",13625,"A",.,"R",2300,"R",2300,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12967,"R",14063,"R",14089,"A",.,"R",7153,"R",7778,"R",7778,"A",.,"R",4705,"R",5138,"R",5138,"12.0401","R",12625,"R",2100,"R",2000,1,"R",16,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476328,6,"51.0801","A",.,"A",.,"R",44,2,"R",10,"R",41,"R",36,"R",36,"A",.,"R",18841,"R",18841,"R",18841,"A",.,"R",1437,"R",1631,"R",1874,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8231,"R",8487,"R",8631,"A",.,"R",5627,"R",6488,"R",6632,"A",.,"R",5627,"R",6488,"R",6632,"51.0601","R",16674,"R",962,"R",36,2,"R",8,"51.0713","R",16664,"R",1844,"R",36,2,"R",8,"51.0805","R",16664,"R",951,"R",36,2,"R",8,"46.0302","R",17191,"R",2337,"R",36,2,"R",9,"15.0501","R",17191,"R",1943,"R",36,2,"R",9,
476337,1,"31.0301","A",.,"A",.,"R",60,2,"R",15,"R",60,"R",30,"R",32,"A",.,"A",.,"R",33340,"R",34300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14130,"R",14835,"A",.,"A",.,"R",4275,"R",4350,"A",.,"A",.,"R",4275,"R",4350,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476346,2,"51.3501","A",.,"A",.,"R",816,1,"R",8,"R",32,"R",900,"R",30,"R",9550,"R",9550,"R",9550,"R",9947,"R",997,"R",997,"R",997,"R",997,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8312,"R",8312,"R",8312,"R",8800,"R",3520,"R",3520,"R",3200,"R",3600,"R",1880,"R",1880,"R",1880,"R",2000,"12.0409","R",8517,"R",1638,"R",750,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476373,1,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"A",.,"R",16900,"R",16900,"R",16900,"A",.,"R",1450,"R",1450,"R",1450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10283,"R",10283,"R",10283,"A",.,"R",5070,"R",5070,"R",5070,"A",.,"R",5070,"R",5070,"R",5070,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476382,4,"51.3801","A",.,"A",.,"R",102,2,"R",21,"R",84,"R",36,"R",30,"A",.,"R",60000,"R",60000,"R",47813,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21357,"R",21567,"R",22281,"A",.,"R",3129,"R",3150,"R",3255,"A",.,"R",2688,"R",2730,"R",3255,"51.3801","R",35000,"A",.,"R",79,2,"R",14,"51.0910","R",47000,"A",.,"R",128,2,"R",26,"51.0806","R",35000,"A",.,"R",104,2,"R",21,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476391,3,"51.3801","A",.,"A",.,"R",102,2,"R",21,"R",84,"R",36,"R",30,"A",.,"R",60000,"R",60000,"R",40000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21357,"R",21567,"R",22281,"A",.,"R",3129,"R",3150,"R",3255,"A",.,"B",.,"B",.,"R",3255,"51.0910","R",32000,"A",.,"R",128,2,"R",26,"51.3801","R",35000,"A",.,"R",79,2,"R",14,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476470,6,"51.3901","A",.,"A",.,"R",1536,1,"R",14,"R",54,"R",900,"R",33,"R",29855,"R",30358,"R",30358,"R",31616,"R",400,"R",500,"R",500,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16470,"R",16295,"R",16443,"R",16902,"R",5846,"R",6089,"R",6237,"R",6251,"R",12650,"R",12798,"R",13014,"R",6413,"51.0904","R",17709,"R",300,"R",1124,1,"R",18,"51.0801","R",10205,"R",200,"R",900,1,"R",10,"51.3902","R",1476,"R",75,"R",170,1,"R",2,"51.0910","R",36419,"R",600,"R",1680,1,"R",18,"51.0805","R",10205,"R",200,"R",900,1,"R",9,
476489,3,"12.0402","A",.,"A",.,"R",1500,1,"R",16,"R",62,"R",900,"R",40,"R",9000,"R",9900,"R",9900,"R",10050,"R",550,"R",550,"R",550,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9083,"R",9083,"R",9083,"R",9130,"R",1488,"R",1488,"R",1473,"R",2992,"R",2403,"R",2403,"R",2403,"R",4790,"12.0413","R",5300,"R",250,"R",1000,1,"R",9,"12.0413","R",2775,"R",250,"R",500,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476504,8,"51.0801","A",.,"A",.,"R",900,1,"R",10,"R",39,"R",900,"R",39,"R",13900,"R",13900,"C",14200,"R",14200,"R",1500,"R",1500,"C",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10579,"R",10579,"C",10774,"R",10774,"R",4388,"R",4388,"C",4583,"R",4583,"R",4388,"R",4388,"C",4583,"R",4583,"51.3902","R",670,"R",100,"R",125,1,"R",2,"51.3999","R",1200,"R",250,"R",120,1,"R",2,"51.0805","R",700,"R",250,"R",120,1,"R",2,"13.1401","R",5300,"R",600,"R",750,1,"R",9,"11.0201","R",8300,"R",1600,"R",900,1,"R",10,
476513,4,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"R",7035,"R",12105,"R",12105,"R",12081,"R",1010,"R",1210,"R",1410,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7628,"R",8303,"R",9072,"R",10800,"R",2228,"R",2430,"R",2970,"R",3308,"R",2228,"R",2430,"R",2970,"R",3308,"12.0409","R",6979,"R",842,"R",600,1,"R",6,"12.0410","R",2076,"R",595,"R",400,1,"R",4,"12.0413","R",2076,"R",250,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476522,4,"12.0401","A",.,"A",.,"R",1200,1,"R",13,"R",52,"R",900,"R",40,"R",5200,"R",7000,"R",7000,"R",7600,"R",390,"R",400,"R",400,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10270,"R",10543,"R",10855,"R",14469,"R",3354,"R",3432,"R",3536,"R",2808,"R",2418,"R",2470,"R",2548,"R",2236,"12.0409","R",2400,"R",600,"R",600,1,"R",6,"12.0408","R",1290,"R",510,"R",260,1,"R",3,"12.0410","R",820,"R",480,"R",240,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476531,4,"12.0402","A",.,"A",.,"R",1500,1,"R",10,"R",38,"R",900,"R",26,"R",10400,"R",10400,"R",10400,"R",10400,"R",1800,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3325,"R",3325,"R",3325,"R",10042,"R",950,"R",950,"R",950,"R",6536,"R",475,"R",475,"R",475,"R",4551,"12.0413","R",12400,"R",1800,"R",1500,1,"R",20,"12.0499","R",4100,"R",1800,"R",750,1,"R",5,"12.0407","R",5100,"R",1800,"R",750,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476540,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",12232,"R",14005,"R",12207,"R",13930,"R",750,"R",950,"R",950,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8256,"R",8256,"R",8643,"A",.,"R",4074,"R",4074,"R",4268,"A",.,"R",4074,"R",4074,"R",4268,"12.0409","R",8250,"R",975,"R",750,1,"R",5,"12.0413","R",8855,"R",200,"R",750,1,"R",5,"12.0410","R",6370,"R",975,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476559,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",12232,"R",12920,"R",13390,"R",13930,"R",750,"R",750,"R",950,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8256,"R",8256,"R",8643,"R",8643,"R",2591,"R",2591,"R",2591,"R",4268,"R",2591,"R",2591,"R",2591,"R",4268,"12.0409","R",8250,"R",975,"R",750,1,"R",5,"12.0413","R",8855,"R",200,"R",750,1,"R",5,"12.0410","R",6370,"R",975,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476568,1,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",53,"R",900,"R",32,"R",11135,"R",11135,"R",15135,"R",15135,"R",725,"R",725,"R",725,"R",725,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9938,"R",9938,"R",9938,"R",9938,"R",2650,"R",2650,"R",2650,"R",2650,"R",2650,"R",2650,"R",2650,"R",2650,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476577,12,"51.0801","A",.,"A",.,"R",52,2,"R",8,"R",30,"R",36,"R",30,"R",12450,"R",12450,"R",12450,"R",14450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4875,"R",4875,"R",4875,"R",4875,"R",1125,"R",1125,"R",1125,"R",1125,"R",2078,"R",2078,"R",2078,"R",2775,"11.1001","R",15850,"A",.,"R",56,2,"R",9,"51.0801","R",14450,"A",.,"R",57,2,"R",9,"51.0716","R",8475,"A",.,"R",325,1,"R",3,"51.2601","R",6800,"A",.,"R",245,1,"R",2,"11.1006","R",5950,"A",.,"R",200,1,"R",3,
476586,1,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",30,"R",7420,"R",9920,"R",9920,"R",9920,"R",725,"R",850,"R",850,"R",850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6200,"R",6595,"R",4650,"A",.,"R",3800,"R",3185,"R",5040,"A",.,"R",3050,"R",2970,"R",3380,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476595,6,"51.3999","A",.,"A",.,"R",1554,1,"R",13,"R",52,"R",900,"R",32,"R",22416,"R",23997,"R",23997,"R",27790,"R",1689,"R",1628,"R",1628,"R",1710,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15691,"R",15691,"R",15834,"R",16276,"R",5863,"R",5863,"R",6006,"R",6019,"R",6045,"R",6045,"R",6175,"R",6175,"51.1009","R",2000,"R",76,"R",84,1,"R",1,"51.3902","R",1957,"R",85,"R",150,1,"R",1,"51.2602","R",602,"R",50,"R",40,1,"R",1,"51.0801","R",4500,"R",205,"R",720,1,"R",8,"51.3501","R",2500,"R",150,"R",720,1,"R",8,
476610,1,"12.0402","A",.,"A",.,"R",700,1,"R",7,"R",28,"R",900,"R",26,"R",4500,"R",4500,"R",6500,"R",6500,"R",500,"R",500,"R",500,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7595,"R",7595,"R",7735,"R",7875,"R",3150,"R",3150,"R",3290,"R",3395,"R",3150,"R",3150,"R",3290,"R",3395,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476629,1,"12.0401","A",.,"A",.,"R",1800,1,"R",14,"R",54,"R",900,"R",27,"R",12750,"R",12750,"R",16350,"R",16350,"R",2650,"R",2650,"R",2829,"R",2829,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13230,"R",12569,"R",12407,"R",12555,"R",14904,"R",14162,"R",14000,"R",13541,"R",9990,"R",9491,"R",9369,"R",9126,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476638,2,"51.0901","A",.,"A",.,"R",1184,1,"R",18,"R",72,"R",900,"R",52,"R",15200,"R",19200,"R",19700,"R",19700,"R",500,"R",500,"R",500,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18486,"R",18486,"R",18486,"R",21294,"R",7488,"R",7488,"R",7488,"R",6444,"R",7146,"R",7146,"R",7146,"R",6444,"51.0910","R",19700,"R",600,"R",992,1,"R",15,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476647,4,"12.0401","A",.,"A",.,"R",1800,1,"R",13,"R",52,"R",900,"R",26,"R",17540,"R",17540,"R",17540,"R",17540,"R",1800,"R",1800,"R",1800,"R",1800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14950,"R",14950,"R",14950,"R",16770,"B",.,"B",.,"B",.,"R",10283,"B",.,"B",.,"B",.,"R",9256,"12.0407","R",14450,"R",1200,"R",1200,1,"R",10,"12.0409","R",10270,"R",900,"R",900,1,"R",7,"12.0410","R",4600,"R",600,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476674,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",6130,"R",6130,"R",9350,"R",9500,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4741,"R",4741,"R",5730,"R",5945,"R",1613,"R",1613,"R",1161,"R",1204,"R",1828,"R",1828,"R",1828,"R",1204,"12.0413","R",6272,"R",200,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476683,4,"51.3901","A",.,"A",.,"R",1300,1,"R",12,"R",48,"R",900,"R",26,"R",18550,"R",18550,"R",20350,"R",20415,"R",950,"R",950,"R",950,"R",885,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10224,"R",10224,"R",10224,"R",7668,"R",14952,"R",14952,"R",14952,"R",11496,"R",14952,"R",14952,"R",14952,"R",11496,"51.0713","R",6500,"R",1500,"R",825,1,"R",12,"51.0802","R",10000,"R",1500,"R",825,1,"R",12,"51.3902","R",330,"R",0,"R",75,1,"R",1,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476708,1,"12.0402","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",1000,"R",29,"R",7700,"R",7700,"R",8700,"R",8700,"R",1100,"R",1100,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6888,"R",7373,"R",7678,"R",7678,"R",2538,"R",2987,"R",3110,"R",3110,"R",2538,"R",2675,"R",2799,"R",2799,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476726,4,"51.3999","A",.,"A",.,"R",1765,1,"R",13,"R",50,"R",900,"R",26,"R",20080,"R",20080,"R",22580,"R",22680,"R",1420,"R",1420,"R",1420,"R",1775,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13563,"R",13563,"R",13813,"R",14063,"R",5625,"R",5625,"R",5875,"R",6063,"R",5625,"R",5625,"R",5875,"R",6063,"51.0805","R",12355,"R",665,"R",740,1,"R",9,"51.0801","R",11710,"R",1190,"R",647,1,"R",8,"51.0714","R",12380,"R",620,"R",645,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476735,2,"12.0402","A",.,"A",.,"R",1000,1,"R",12,"R",48,"R",1000,"R",48,"R",13440,"R",13440,"R",13440,"R",13440,"R",1040,"R",1040,"R",1040,"R",1040,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22800,"R",23400,"R",24000,"R",24000,"R",3000,"R",3000,"R",3000,"R",3000,"R",1800,"R",2100,"R",2400,"R",2400,"12.0401","R",11440,"R",1040,"R",1000,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476744,3,"12.0401","A",.,"A",.,"R",1600,1,"R",10,"R",40,"R",900,"R",26,"R",18403,"R",18403,"R",18403,"R",19485,"R",1525,"R",1525,"R",1525,"R",1995,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7000,"R",7000,"R",7000,"R",7000,"R",1000,"R",1000,"R",1000,"R",1000,"B",.,"B",.,"R",2000,"R",2000,"12.0409","R",10508,"R",1425,"R",600,1,"R",5,"12.0410","R",6284,"R",515,"R",400,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476753,2,"12.0401","A",.,"A",.,"R",1600,1,"R",15,"R",60,"R",900,"R",33,"R",14200,"R",15000,"R",15000,"R",15250,"R",2500,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18870,"R",19440,"R",19440,"A",.,"R",7515,"R",7740,"R",7740,"A",.,"R",8205,"R",8445,"R",8445,"12.0409","R",10950,"R",1800,"R",600,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476762,4,"12.0401","A",.,"A",.,"R",2000,1,"R",13,"R",52,"R",1000,"R",26,"R",10000,"R",11500,"R",11500,"R",13000,"R",2000,"R",2500,"R",2500,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11921,"R",11921,"R",11947,"R",12090,"R",2171,"R",2171,"R",9100,"R",9100,"R",2171,"R",2171,"R",9022,"R",8788,"12.0413","R",3000,"R",500,"R",1000,1,"R",7,"12.0410","R",4000,"R",1500,"R",600,1,"R",4,"12.0413","R",2000,"R",500,"R",500,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476771,2,"12.0402","A",.,"A",.,"R",1200,1,"R",10,"R",38,"R",900,"R",30,"R",4650,"R",10916,"R",10916,"R",10916,"R",550,"R",550,"R",550,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13671,"R",13671,"R",13671,"R",13671,"R",2375,"R",2375,"R",2375,"R",5206,"R",1900,"R",1900,"R",1900,"R",4722,"12.0401","R",11275,"R",550,"R",1200,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476780,4,"12.0410","A",.,"A",.,"R",400,1,"R",5,"R",20,"R",900,"R",34,"R",350,"R",250,"R",250,"R",263,"R",75,"R",125,"R",125,"R",225,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6100,"R",6035,"R",6090,"R",6260,"R",2165,"R",2255,"R",2310,"R",2315,"R",2245,"R",2325,"R",2375,"R",2375,"12.0409","R",3675,"R",675,"R",600,1,"R",6,"12.0401","R",9575,"R",675,"R",1600,1,"R",18,"51.3501","R",3475,"R",300,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
476799,1,"51.3901","R",27020,"R",2930,"R",1456,1,"R",12,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
